年化收益率,年化波动率,夏普比率,最大回撤,卡玛比率,胜率,平均每日换手率
0.14549028107645556,0.13473481445079155,1.075316812544901,-0.2031746721242943,0.7160847341614033,0.25172149961744456,0.04567645981040112
