年化收益率,年化波动率,夏普比率,最大回撤,卡玛比率,胜率,平均每日换手率
0.17422256560285243,0.22536746117714576,0.8250401261605599,-0.40808370000524385,0.42692850903041135,0.29456771231828616,0.036342769701606735
