年化收益率,年化波动率,夏普比率,最大回撤,卡玛比率,胜率,平均每日换手率
0.13753882199781797,0.22230930810363253,0.6910503727219327,-0.468369506028638,0.29365451898016665,0.45141545524100996,0.00612088752869166
