年化收益率,年化波动率,夏普比率,最大回撤,卡玛比率,胜率,平均每日换手率
-0.007806251765511085,0.2261242789446204,0.07932298279502743,-0.629649643701735,-0.012397770480132131,0.46021423106350423,0.014919663351185922
